Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
rrcov	2024-09-20	Valentin Todorov	bigdatadist, BMA, cellWise, crmReg, DepthProc, funcharts, geneticae, groc, GSE, ICSClust, ICSShiny, MAINT.Data, mcrPioda, MVTests, pmartR, QuadratiK, RcmdrPlugin.PcaRobust, riv, RobAStBase, robCompositions, RobStatTM, robust, robustfa, rospca, rrcov3way, rrcovHD, rrcovNA, rstanbdp, ssMRCD, TCIU, BCEE, clustvarsel, Ecfun, maclogp, mlogitBMA, classmap, ConfidenceEllipse, fMRIscrub, OutliersO3, RCTS, RDnp, RMSS, robStepSplitReg, srlars, familial, OptimaRegion, hetsurrSurv, ktaucenters, robreg3S, robustsur, robustvarComp, RobExtremes, RobLox, ROptEst, baker, CMMs, facmodCS, facmodTS, PCRA, RPEIF, RPESE, RRBoost, adventr, lolR, mmiCATs, outliers.ts.oga, RobMixReg, Ecdat, RMBC, RobLoxBioC, RPEGLMEN, DWreg, gk, BDWreg	74	2024-09-23 12:34:53.497675
glmmTMB	2024-09-20	Mollie Brooks	cv, DEGRE, GLMMcosinor, glmmSeq, gmvjoint, iccCounts, lefko3, LongDat, mecoturn, mtscr, pastaPlot, pdR, predictmeans, twosigma, eda4treeR, gvcR	16	2024-09-23 12:34:53.497675
Rmpi	2024-09-23	Hao Yu	bigGP, doMPI, regRSM, moc.gapbk	4	2024-09-23 12:34:53.497675
fishMod	2024-09-23	Scott Foster	boral, gllvm, sdmTMB	3	2024-09-23 12:34:53.497675
ETAS	2024-09-23	Abdollah Jalilian	ETASbootstrap	1	2024-09-23 12:34:53.497675
FKF.SP	2024-09-23	Thomas Aspinall	NFCP	1	2024-09-23 12:34:53.497675
ManlyMix	2024-09-23	Xuwen Zhu	vscc	1	2024-09-23 12:34:53.497675
mcr	2024-09-23	Sergej Potapov	mcradds	1	2024-09-23 12:34:53.497675
tok	2024-09-25	Daniel Falbel	sacRebleu	1	2024-09-23 12:34:53.497675
zoomerjoin	2024-09-25	Beniamino Green		0	2024-09-23 12:34:53.497675
arcgisutils	2024-09-26	Josiah Parry	arcgisgeocode, arcgisplaces, arcpbf	3	2024-09-23 12:34:53.497675
b64	2024-09-26	Josiah Parry	downloadthis	1	2024-09-23 12:34:53.497675
arcgisgeocode	2024-09-26	Josiah Parry		0	2024-09-23 12:34:53.497675
arcgisplaces	2024-09-26	Josiah Parry		0	2024-09-23 12:34:53.497675
msmtools	2024-09-26	Francesco Grossetti		0	2024-09-23 12:34:53.497675
rdracor	2024-09-27	Ivan Pozdniakov		0	2024-09-23 12:34:53.497675
WeightSVM	2024-09-28	Tianchen Xu	ECTSVR, mlpwr, mpath, bujar, irboost, nbfar, NBtsVarSel	7	2024-09-23 12:34:53.497675
lassoshooting	2024-09-28	Tobias Abenius	clogitLasso, epoc, rRAP	3	2024-09-23 12:34:53.497675
Rcatch22	2024-09-28	Trent Henderson	theft, theftdlc	2	2024-09-23 12:34:53.497675
EGAnet	2024-09-28	Hudson Golino	latentFactoR	1	2024-09-23 12:34:53.497675
RcppCWB	2024-09-28	Andreas Blaette	polmineR	1	2024-09-23 12:34:53.497675
douconca	2024-09-28	Bart-Jan van Rossum		0	2024-09-23 12:34:53.497675
geohabnet	2024-09-28	Krishna Keshav		0	2024-09-23 12:34:53.497675
planscorer	2024-09-28	Christopher T. Kenny		0	2024-09-23 12:34:53.497675
R2SWF	2024-09-28	Yixuan Qiu		0	2024-09-23 12:34:53.497675
vol2birdR	2024-09-28	Adriaan M. Dokter		0	2024-09-23 12:34:53.497675
sdpt3r	2024-09-29	Adam Rahman	edmcr, PlaneGeometry, graphicalExtremes, satdad	4	2024-09-23 12:34:53.497675
gto	2024-09-29	Ellis Hughes		0	2024-09-23 12:34:53.497675
mra	2024-09-29	Trent McDonald		0	2024-09-23 12:34:53.497675
seminr	2024-09-29	Nicholas Patrick Danks		0	2024-09-23 12:34:53.497675
fields	2024-09-30	Douglas Nychka	ADPclust, ASMap, aSPU, astrochron, autoFRK, autoimage, aweSOM, BallMapper, BayesLCA, BayesNetBP, bayesPop, biClassify, bioRad, bipartite, biwavelet, bkmr, BMRMM, BoundaryStats, BRcal, Canopy, CCA, ccTensor, chillR, ciftiTools, CJIVE, cmR, cmsafops, cmsafvis, CNLTtsa, CoastlineFD, cocons, convoSPAT, cope, corr2D, CSHShydRology, dartR, dartR.sim, dcTensor, demu, DesignCTPB, distantia, earlywarnings, eDITH, EGRET, EMD, envi, etasFLP, ExpAnalysis3d, expectreg, fcfdr, fcr, fdasrvf, fence, FLightR, fnets, foreSIGHT, fpa, fsbrain, funData, gainML, gapfill, gateR, GeneralizedWendland, GeoAdjust, geoelectrics, GEOmap, GeoModels, georob, geospt, geosptdb, goeveg, GPFDA, GPvecchia, GRIDCOPULA, gwrr, hero, hglasso, hht, highriskzone, Hmsc, infraFDTD.assist, JOPS, klovan, landsepi, LatticeKrig, lgcp, LMERConvenienceFunctions, mappoly, ModelMap, MOLHD, mousetrap, mrbsizeR, MRFA, MSIMST, MSmix, MultiObjMatch, mvLSW, NCutYX, nnTensor, nucim, oceanmap, OCNet, OptimaRegion, paramGUI, PEIP, plsgenomics, ppgm, prevR, pspatreg, qfa, qlcVisualize, RadioSonde, ramps, reslr, RFOC, rhcoclust, RNCEP, rNOMADS, robflreg, RPANDA, rsat, RsimMosaic, rworldmap, SafeVote, scBio, SeBR, Semblance, SensMap, siland, smosr, socialmixr, soilphysics, spant, sparrpowR, sparseBC, SpatialExtremes, SpatialVS, SpatialVx, SpATS, spatsurv, spBayesSurv, SpectralMap, spm2, spmoran, spThin, stilt, StMoMo, stocc, stopp, stxplore, SUMMER, SurvCorr, SynchWave, telefit, TideCurves, TIMP, topologyGSA, TrackReconstruction, treespace, uci, Umatrix, vectorwavelet, verification, voluModel, Voss, vote, warpMix, wavScalogram, waywiser, WRTDStidal, wsyn, ETAS, rivnet, MiSPU, WaverideR, EstimationTools, gear, bioregion, bootPLS, cassandRa, econetwork, econullnetr, NIMAA, nos, PhageCocktail, plsRglm, tapnet, bkmrhat, CompMix, brainKCCA, RFCCA, seedCCA, studyStrap, mwTensor, decisionSupport, BayesfMRI, VertexWiseR, cmsaf, EGRETci, EMDANNhybrid, EMDSVRhybrid, LMD, TSPred, ETASbootstrap, dirttee, locpolExpectile, fdacluster, FADPclust, FunctanSNP, MFPCA, MJMbamlss, multifamm, squat, Rquake, DGP4LCF, VeccTMVN, MLCOPULA, DWLasso, harbinger, tspredit, ecpc, fxTWAPLS, growthPheno, qtlpoly, mvLSWimpute, RchivalTag, RobustANOVA, MultiGroupO, arakno, BAwiR, jcext, rfishnet2, spidR, StormR, tailDepFun, agriutilities, statgenHTP, statgenSTA, steprf, gatoRs, SSDM, wallace, clmplus, CvmortalityMult, surveyPrev, locaR, CSTools, ordinalForest, PRSim, CSIndicators, RelDists, plsRbeta, plsRcox, statgenGxE, stepgbm, predtoolsTS, biospear, plasma	258	2024-09-23 12:34:53.497675
lavaan	2024-09-30	Yves Rosseel	autoFC, autoRasch, bain, Bayesrel, BifactorIndicesCalculator, blavaan, bmem, bmemLavaan, bnpa, bruceR, ccpsyc, coefficientalpha, conmet, CoTiMA, covsim, crosslag, cSEM, cvsem, detectR, discnorm, dpm, dynamic, dySEM, eatRep, EFAtools, EffectLiteR, EGAnet, EMAS, EMgaussian, equaltestMI, esem, ezCutoffs, FAfA, faoutlier, FCO, fSRM, gimme, gorica, GRShiny, ICED, IIVpredictor, influence.SEM, IPV, jmv, JWileymisc, kfa, konfound, latcontrol, latentFactoR, lavaan.printer, lavaan.shiny, lavaanExtra, lavaangui, lavaanPlot, lcsm, lessSEM, lsl, lvnet, manymome, MBESS, MCCM, merDeriv, metaSEM, MIIVsem, misty, mmibain, modelbpp, MonteCarloSEM, multid, multilevelTools, negligible, nlsem, NlsyLinks, nonnest2, pathmodelfit, petersenlab, phantSEM, pompom, powerNLSEM, powRICLPM, profileR, PROsetta, pscore, psychonetrics, psycModel, pwr2ppl, qgraph, quest, RAMpath, regmed, regsem, restriktor, RMediation, rosetta, RSA, RSAtools, rsem, RSP, SEMdeep, semdrw, semfindr, SEMgraph, semhelpinghands, seminr, semlbci, semlrtp, semmcci, semnova, semPlot, semptools, SEMsens, semTools, semtree, sesem, ShortForm, silp, simsem, simstandard, siren, stdmod, stim, tabledown, ThurMod, thurstonianIRT, tidySEM, umx, vampyr, WebPower, modsem, BANAM, BFpack, brxx, ChineseNames, PsychWordVec, TestAnaAPP, genpathmox, qcpm, EFA.dimensions, mind, manymome.table, apa, apaTables, auRoc, fungible, iGasso, iMediate, MOTE, neatStats, predictionInterval, sprtt, Surrogate, tidycomm, varTestnlme, symSEM, MIIVefa, MCARtest, mhurdle, adproclus, bnmonitor, bnRep, bootnet, CliquePercolation, ConNEcT, easybgm, EcotoneFinder, EstimateGroupNetwork, GIMMEgVAR, graphicalVAR, hilldiv, IATscores, IMEC, IsingFit, isobxr, LDABiplots, mcMST, mgm, mlVAR, modnets, MultiGroupO, NetworkChange, NetworkComparisonTest, NetworkComparr, NetworkToolbox, networktools, networktree, powerly, rCNV, ResIN, SemNeT, text2map, veccompare, viscomp, mmirestriktor, npboottprmFBar, BGGM, cdmTools, Rnest, mDAG, funtimes, mnet, mlmpower, cdcatR	202	2024-09-23 12:34:53.497675
survminer	2024-09-30	Alboukadel Kassambara	allMT, AutoScore, BEAMR, BioPred, BRACE, coda4microbiome, CondiS, Coxmos, csmpv, FlexVarJM, GFDsurv, ggquickeda, GofCens, IDMIR, lilikoi, LongCART, MetabolicSurv, MicrobiomeSurv, MiMIR, NADA2, Oncofilterfast, OneSampleLogRankTest, pathwayTMB, PMAPscore, ProgModule, rcssci, reconstructKM, SHELF, signatureSurvival, SMDIC, survivalAnalysis, SurvMetrics, tinyarray, TOmicsVis, vsd, convdistr, disbayes	37	2024-09-23 12:34:53.497675
CholWishart	2024-09-30	Geoffrey Thompson	bayesWatch, bgsmtr, bspcov, CausalMBSTS, CovCombR, dyads, MixMatrix, singcar, vglmer, autoMrP	10	2024-09-23 12:34:53.497675
beastier	2024-09-30	Richèl J.C. Bilderbeek	babette, mauricer, mcbette, nodeSub	4	2024-09-23 12:34:53.497675
hydroTSM	2024-09-30	Mauricio Zambrano-Bigiarini	hydroGOF, SWTools, aws.wrfsmn	3	2024-09-23 12:34:53.497675
bayesreg	2024-09-30	Daniel F. Schmidt	VsusP	1	2024-09-23 12:34:53.497675
faux	2024-09-30	Lisa DeBruine	sgs	1	2024-09-23 12:34:53.497675
hydroGOF	2024-09-30	Mauricio Zambrano-Bigiarini	aws.wrfsmn	1	2024-09-23 12:34:53.497675
MixMatrix	2024-09-30	Geoffrey Thompson	CausalMBSTS	1	2024-09-23 12:34:53.497675
BinGSD	2024-09-30	Lei Wang		0	2024-09-23 12:34:53.497675
card	2024-09-30	Anish S. Shah		0	2024-09-23 12:34:53.497675
catsim	2024-09-30	Geoffrey Thompson		0	2024-09-23 12:34:53.497675
clusterCons	2024-09-30	Dr. T. Ian Simpson		0	2024-09-23 12:34:53.497675
CRMetrics	2024-09-30	Rasmus Rydbirk		0	2024-09-23 12:34:53.497675
dotgen	2024-09-30	Xiaoran Tong		0	2024-09-23 12:34:53.497675
ElevDistr	2024-09-30	Livio Bätscher		0	2024-09-23 12:34:53.497675
FSelectorRcpp	2024-09-30	Zygmunt Zawadzki		0	2024-09-23 12:34:53.497675
GD	2024-09-30	Yongze Song		0	2024-09-23 12:34:53.497675
gpbStat	2024-09-30	Nandan Patil		0	2024-09-23 12:34:53.497675
hansard	2024-09-30	Evan Odell		0	2024-09-23 12:34:53.497675
idmodelr	2024-09-30	Sam Abbott		0	2024-09-23 12:34:53.497675
maraca	2024-09-30	Monika Huhn		0	2024-09-23 12:34:53.497675
mark	2024-09-30	Jordan Mark Barbone		0	2024-09-23 12:34:53.497675
miLAG	2024-09-30	Bogna Smug		0	2024-09-23 12:34:53.497675
neuronorm	2024-09-30	David Payares		0	2024-09-23 12:34:53.497675
NMRphasing	2024-09-30	Aixiang Jiang		0	2024-09-23 12:34:53.497675
normfluodbf	2024-09-30	Tingwei Adeck		0	2024-09-23 12:34:53.497675
orcutt	2024-09-30	Stefano Spada		0	2024-09-23 12:34:53.497675
physiology	2024-09-30	Jack O. Wasey		0	2024-09-23 12:34:53.497675
plantecowrap	2024-09-30	Joseph Stinziano		0	2024-09-23 12:34:53.497675
powerNLSEM	2024-09-30	Julien Patrick Irmer		0	2024-09-23 12:34:53.497675
PRISMAstatement	2024-09-30	Jack O. Wasey		0	2024-09-23 12:34:53.497675
PRTree	2024-09-30	Alisson Silva Neimaier		0	2024-09-23 12:34:53.497675
rbch	2024-09-30	Rucknium		0	2024-09-23 12:34:53.497675
roadoi	2024-09-30	Najko Jahn		0	2024-09-23 12:34:53.497675
saens	2024-09-30	Ridson Al Farizal P		0	2024-09-23 12:34:53.497675
SafeVote	2024-09-30	Clark Thomborson		0	2024-09-23 12:34:53.497675
scoringutils	2024-09-30	Nikos Bosse		0	2024-09-23 12:34:53.497675
