Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
rrcov	2024-09-20	Valentin Todorov	bigdatadist, BMA, cellWise, crmReg, DepthProc, funcharts, geneticae, groc, GSE, ICSClust, ICSShiny, MAINT.Data, mcrPioda, MVTests, pmartR, QuadratiK, RcmdrPlugin.PcaRobust, riv, RobAStBase, robCompositions, RobStatTM, robust, robustfa, rospca, rrcov3way, rrcovHD, rrcovNA, rstanbdp, ssMRCD, TCIU, BCEE, clustvarsel, Ecfun, maclogp, mlogitBMA, classmap, ConfidenceEllipse, fMRIscrub, OutliersO3, RCTS, RDnp, RMSS, robStepSplitReg, srlars, familial, OptimaRegion, hetsurrSurv, ktaucenters, robreg3S, robustsur, robustvarComp, RobExtremes, RobLox, ROptEst, baker, CMMs, facmodCS, facmodTS, PCRA, RPEIF, RPESE, RRBoost, adventr, lolR, mmiCATs, outliers.ts.oga, RobMixReg, Ecdat, RMBC, RobLoxBioC, RPEGLMEN, DWreg, gk, BDWreg	74	2024-09-24 03:23:10.656583
glmmTMB	2024-09-20	Mollie Brooks	cv, DEGRE, GLMMcosinor, glmmSeq, gmvjoint, iccCounts, lefko3, LongDat, mecoturn, mtscr, pastaPlot, pdR, predictmeans, twosigma, eda4treeR, gvcR	16	2024-09-24 03:23:10.656583
FKF.SP	2024-09-23	Thomas Aspinall	NFCP	1	2024-09-24 03:23:10.656583
tok	2024-09-25	Daniel Falbel	sacRebleu	1	2024-09-24 03:23:10.656583
zoomerjoin	2024-09-25	Beniamino Green		0	2024-09-24 03:23:10.656583
arcgisutils	2024-09-26	Josiah Parry	arcgisgeocode, arcgisplaces, arcpbf	3	2024-09-24 03:23:10.656583
b64	2024-09-26	Josiah Parry	downloadthis	1	2024-09-24 03:23:10.656583
arcgisgeocode	2024-09-26	Josiah Parry		0	2024-09-24 03:23:10.656583
arcgisplaces	2024-09-26	Josiah Parry		0	2024-09-24 03:23:10.656583
msmtools	2024-09-26	Francesco Grossetti		0	2024-09-24 03:23:10.656583
rdracor	2024-09-27	Ivan Pozdniakov		0	2024-09-24 03:23:10.656583
WeightSVM	2024-09-28	Tianchen Xu	ECTSVR, mlpwr, mpath, bujar, irboost, nbfar, NBtsVarSel	7	2024-09-24 03:23:10.656583
lassoshooting	2024-09-28	Tobias Abenius	clogitLasso, epoc, rRAP	3	2024-09-24 03:23:10.656583
Rcatch22	2024-09-28	Trent Henderson	theft, theftdlc	2	2024-09-24 03:23:10.656583
EGAnet	2024-09-28	Hudson Golino	latentFactoR	1	2024-09-24 03:23:10.656583
RcppCWB	2024-09-28	Andreas Blaette	polmineR	1	2024-09-24 03:23:10.656583
douconca	2024-09-28	Bart-Jan van Rossum		0	2024-09-24 03:23:10.656583
geohabnet	2024-09-28	Krishna Keshav		0	2024-09-24 03:23:10.656583
planscorer	2024-09-28	Christopher T. Kenny		0	2024-09-24 03:23:10.656583
R2SWF	2024-09-28	Yixuan Qiu		0	2024-09-24 03:23:10.656583
vol2birdR	2024-09-28	Adriaan M. Dokter		0	2024-09-24 03:23:10.656583
sdpt3r	2024-09-29	Adam Rahman	edmcr, PlaneGeometry, graphicalExtremes, satdad	4	2024-09-24 03:23:10.656583
gto	2024-09-29	Ellis Hughes		0	2024-09-24 03:23:10.656583
mra	2024-09-29	Trent McDonald		0	2024-09-24 03:23:10.656583
seminr	2024-09-29	Nicholas Patrick Danks		0	2024-09-24 03:23:10.656583
fields	2024-09-30	Douglas Nychka	ADPclust, ASMap, aSPU, astrochron, autoFRK, autoimage, aweSOM, BallMapper, BayesLCA, BayesNetBP, bayesPop, biClassify, bioRad, bipartite, biwavelet, bkmr, BMRMM, BoundaryStats, BRcal, Canopy, CCA, ccTensor, chillR, ciftiTools, CJIVE, cmR, cmsafops, cmsafvis, CNLTtsa, CoastlineFD, cocons, convoSPAT, cope, corr2D, CSHShydRology, dartR, dartR.sim, dcTensor, demu, DesignCTPB, distantia, earlywarnings, eDITH, EGRET, EMD, envi, etasFLP, ExpAnalysis3d, expectreg, fcfdr, fcr, fdasrvf, fence, FLightR, fnets, foreSIGHT, fpa, fsbrain, funData, gainML, gapfill, gateR, GeneralizedWendland, GeoAdjust, geoelectrics, GEOmap, GeoModels, georob, geospt, geosptdb, goeveg, GPFDA, GPvecchia, GRIDCOPULA, gwrr, hero, hglasso, hht, highriskzone, Hmsc, infraFDTD.assist, JOPS, klovan, LatticeKrig, lgcp, LMERConvenienceFunctions, mappoly, ModelMap, MOLHD, mousetrap, mrbsizeR, MRFA, MSIMST, MSmix, MultiObjMatch, mvLSW, NCutYX, nnTensor, nucim, oceanmap, OCNet, OptimaRegion, paramGUI, PEIP, plsgenomics, ppgm, prevR, pspatreg, qfa, qlcVisualize, RadioSonde, ramps, reslr, RFOC, rhcoclust, RNCEP, rNOMADS, robflreg, RPANDA, rsat, RsimMosaic, rworldmap, SafeVote, scBio, SeBR, Semblance, SensMap, siland, smosr, socialmixr, soilphysics, spant, sparrpowR, sparseBC, SpatialExtremes, SpatialVS, SpatialVx, SpATS, spatsurv, spBayesSurv, SpectralMap, spm2, spmoran, spThin, stilt, StMoMo, stocc, stopp, stxplore, SUMMER, SurvCorr, SynchWave, telefit, TideCurves, TIMP, topologyGSA, TrackReconstruction, treespace, uci, Umatrix, vectorwavelet, verification, voluModel, Voss, vote, warpMix, wavScalogram, waywiser, WRTDStidal, wsyn, ETAS, landsepi, rivnet, MiSPU, WaverideR, EstimationTools, gear, bioregion, bootPLS, cassandRa, econetwork, econullnetr, NIMAA, nos, PhageCocktail, plsRglm, tapnet, bkmrhat, CompMix, brainKCCA, RFCCA, seedCCA, studyStrap, mwTensor, decisionSupport, BayesfMRI, VertexWiseR, cmsaf, EGRETci, EMDANNhybrid, EMDSVRhybrid, LMD, TSPred, ETASbootstrap, dirttee, locpolExpectile, fdacluster, FADPclust, FunctanSNP, MFPCA, MJMbamlss, multifamm, squat, Rquake, DGP4LCF, VeccTMVN, MLCOPULA, DWLasso, harbinger, tspredit, ecpc, fxTWAPLS, growthPheno, qtlpoly, mvLSWimpute, RchivalTag, RobustANOVA, MultiGroupO, arakno, BAwiR, jcext, rfishnet2, spidR, StormR, tailDepFun, agriutilities, statgenHTP, statgenSTA, steprf, gatoRs, SSDM, wallace, clmplus, CvmortalityMult, surveyPrev, locaR, CSTools, ordinalForest, PRSim, CSIndicators, RelDists, plsRbeta, plsRcox, statgenGxE, stepgbm, predtoolsTS, biospear, plasma	258	2024-09-24 03:23:10.656583
lavaan	2024-09-30	Yves Rosseel	autoFC, autoRasch, bain, Bayesrel, BifactorIndicesCalculator, blavaan, bmem, bmemLavaan, bnpa, bruceR, ccpsyc, coefficientalpha, conmet, CoTiMA, covsim, crosslag, cSEM, cvsem, detectR, discnorm, dpm, dynamic, dySEM, eatRep, EFAtools, EffectLiteR, EGAnet, EMAS, EMgaussian, equaltestMI, esem, ezCutoffs, FAfA, faoutlier, FCO, fSRM, gimme, gorica, GRShiny, ICED, IIVpredictor, influence.SEM, IPV, jmv, JWileymisc, kfa, konfound, latcontrol, latentFactoR, lavaan.printer, lavaan.shiny, lavaanExtra, lavaangui, lavaanPlot, lcsm, lessSEM, lsl, lvnet, manymome, MBESS, MCCM, merDeriv, metaSEM, MIIVsem, misty, mmibain, modelbpp, MonteCarloSEM, multid, multilevelTools, negligible, nlsem, NlsyLinks, nonnest2, pathmodelfit, petersenlab, phantSEM, pompom, powerNLSEM, powRICLPM, profileR, PROsetta, pscore, psychonetrics, psycModel, pwr2ppl, qgraph, quest, RAMpath, regmed, regsem, restriktor, RMediation, rosetta, RSA, RSAtools, rsem, RSP, SEMdeep, semdrw, semfindr, SEMgraph, semhelpinghands, seminr, semlbci, semlrtp, semmcci, semnova, semPlot, semptools, SEMsens, semTools, semtree, sesem, ShortForm, silp, simsem, simstandard, siren, stdmod, stim, tabledown, ThurMod, thurstonianIRT, tidySEM, umx, vampyr, WebPower, modsem, BANAM, BFpack, brxx, ChineseNames, PsychWordVec, TestAnaAPP, genpathmox, qcpm, EFA.dimensions, mind, manymome.table, apa, apaTables, auRoc, fungible, iGasso, iMediate, MOTE, neatStats, predictionInterval, sprtt, Surrogate, tidycomm, varTestnlme, symSEM, MIIVefa, MCARtest, mhurdle, adproclus, bnRep, bootnet, CliquePercolation, ConNEcT, easybgm, EcotoneFinder, EstimateGroupNetwork, GIMMEgVAR, graphicalVAR, hilldiv, IATscores, IMEC, IsingFit, isobxr, LDABiplots, mcMST, mgm, mlVAR, modnets, MultiGroupO, NetworkChange, NetworkComparisonTest, NetworkComparr, NetworkToolbox, networktools, networktree, powerly, rCNV, ResIN, SemNeT, text2map, veccompare, viscomp, bnmonitor, mmirestriktor, npboottprmFBar, BGGM, cdmTools, Rnest, mDAG, funtimes, mnet, mlmpower, cdcatR	202	2024-09-24 03:23:10.656583
survminer	2024-09-30	Alboukadel Kassambara	allMT, AutoScore, BEAMR, BioPred, BRACE, coda4microbiome, CondiS, Coxmos, csmpv, FlexVarJM, GFDsurv, ggquickeda, GofCens, IDMIR, lilikoi, LongCART, MetabolicSurv, MicrobiomeSurv, MiMIR, NADA2, Oncofilterfast, OneSampleLogRankTest, pathwayTMB, PMAPscore, ProgModule, rcssci, reconstructKM, SHELF, signatureSurvival, SMDIC, survivalAnalysis, SurvMetrics, tinyarray, TOmicsVis, vsd, convdistr, disbayes	37	2024-09-24 03:23:10.656583
beastier	2024-09-30	Richèl J.C. Bilderbeek	babette, mauricer, mcbette, nodeSub	4	2024-09-24 03:23:10.656583
hydroTSM	2024-09-30	Mauricio Zambrano-Bigiarini	hydroGOF, SWTools, aws.wrfsmn	3	2024-09-24 03:23:10.656583
bayesreg	2024-09-30	Daniel F. Schmidt	VsusP	1	2024-09-24 03:23:10.656583
faux	2024-09-30	Lisa DeBruine	sgs	1	2024-09-24 03:23:10.656583
hydroGOF	2024-09-30	Mauricio Zambrano-Bigiarini	aws.wrfsmn	1	2024-09-24 03:23:10.656583
MixMatrix	2024-09-30	Geoffrey Thompson	CausalMBSTS	1	2024-09-24 03:23:10.656583
BinGSD	2024-09-30	Lei Wang		0	2024-09-24 03:23:10.656583
card	2024-09-30	Anish S. Shah		0	2024-09-24 03:23:10.656583
catsim	2024-09-30	Geoffrey Thompson		0	2024-09-24 03:23:10.656583
clusterCons	2024-09-30	Dr. T. Ian Simpson		0	2024-09-24 03:23:10.656583
CRMetrics	2024-09-30	Rasmus Rydbirk		0	2024-09-24 03:23:10.656583
dotgen	2024-09-30	Xiaoran Tong		0	2024-09-24 03:23:10.656583
ElevDistr	2024-09-30	Livio Bätscher		0	2024-09-24 03:23:10.656583
FSelectorRcpp	2024-09-30	Zygmunt Zawadzki		0	2024-09-24 03:23:10.656583
GD	2024-09-30	Yongze Song		0	2024-09-24 03:23:10.656583
gpbStat	2024-09-30	Nandan Patil		0	2024-09-24 03:23:10.656583
hansard	2024-09-30	Evan Odell		0	2024-09-24 03:23:10.656583
idmodelr	2024-09-30	Sam Abbott		0	2024-09-24 03:23:10.656583
maraca	2024-09-30	Monika Huhn		0	2024-09-24 03:23:10.656583
mark	2024-09-30	Jordan Mark Barbone		0	2024-09-24 03:23:10.656583
miLAG	2024-09-30	Bogna Smug		0	2024-09-24 03:23:10.656583
neuronorm	2024-09-30	David Payares		0	2024-09-24 03:23:10.656583
NMRphasing	2024-09-30	Aixiang Jiang		0	2024-09-24 03:23:10.656583
normfluodbf	2024-09-30	Tingwei Adeck		0	2024-09-24 03:23:10.656583
orcutt	2024-09-30	Stefano Spada		0	2024-09-24 03:23:10.656583
physiology	2024-09-30	Jack O. Wasey		0	2024-09-24 03:23:10.656583
plantecowrap	2024-09-30	Joseph Stinziano		0	2024-09-24 03:23:10.656583
powerNLSEM	2024-09-30	Julien Patrick Irmer		0	2024-09-24 03:23:10.656583
PRISMAstatement	2024-09-30	Jack O. Wasey		0	2024-09-24 03:23:10.656583
PRTree	2024-09-30	Alisson Silva Neimaier		0	2024-09-24 03:23:10.656583
rbch	2024-09-30	Rucknium		0	2024-09-24 03:23:10.656583
roadoi	2024-09-30	Najko Jahn		0	2024-09-24 03:23:10.656583
saens	2024-09-30	Ridson Al Farizal P		0	2024-09-24 03:23:10.656583
SafeVote	2024-09-30	Clark Thomborson		0	2024-09-24 03:23:10.656583
scoringutils	2024-09-30	Nikos Bosse		0	2024-09-24 03:23:10.656583
scSpatialSIM	2024-09-30	Fridley Lab		0	2024-09-24 03:23:10.656583
SecDim	2024-09-30	Yongze Song		0	2024-09-24 03:23:10.656583
simCAT	2024-09-30	Alexandre Jaloto		0	2024-09-24 03:23:10.656583
SSRA	2024-09-30	Takuya Yanagida		0	2024-09-24 03:23:10.656583
StroupGLMM	2024-09-30	Muhammad Yaseen		0	2024-09-24 03:23:10.656583
Thermistor	2024-09-30	Yao Xiao		0	2024-09-24 03:23:10.656583
tidysq	2024-09-30	Dominik Rafacz		0	2024-09-24 03:23:10.656583
TPMplt	2024-09-30	Chen Zhang		0	2024-09-24 03:23:10.656583
Umoments	2024-09-30	Inna Gerlovina		0	2024-09-24 03:23:10.656583
WMWssp	2024-09-30	Martin Happ		0	2024-09-24 03:23:10.656583
coro	2024-10-02	Lionel Henry	brulee, cito, crumble, geodl, luz, scDHA, selenider, tabnet, torch, trampoline, SEMdeep, scCAN, ScRNAIMM, BKTR, causalOT, engression, glmnetr, innsight, lambdaTS, madgrad, mlr3torch, nFunNN, PLNmodels, proteus, RGAN, sits, spinner, topicmodels.etm, torchaudio, torchdatasets, torchopt, torchvision, torchvisionlib	33	2024-09-24 03:23:10.656583
aws	2024-10-02	Joerg Polzehl	BBEST, dti, fmri, LOMAR, qMRI, TCIU	6	2024-09-24 03:23:10.656583
adimpro	2024-10-02	Karsten Tabelow	dti, qMRI	2	2024-09-24 03:23:10.656583
digitalDLSorteR	2024-10-02	Diego Mañanes		0	2024-09-24 03:23:10.656583
parafac4microbiome	2024-10-03	Geert Roelof van der Ploeg		0	2024-09-24 03:23:10.656583
