Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
ergm	2024-10-04	Pavel N. Krivitsky	Bergm, BFpack, bigergm, btergm, dnr, EpiModel, ergm.count, ergm.ego, ergm.multi, ergm.rank, ergMargins, ergmgp, ergmito, fergm, latentnet, mlergm, nemBM, netmediate, RDS, statnet, statnetWeb, tergm, tergmLite, VBLPCM, xergm.common, BANAM, BGGM, collpcm, MEclustnet, Neighboot, sspse, ITNr, easybgm	33	2024-10-05 04:21:23.48298
PerformanceAnalytics	2024-10-04	Brian G. Peterson	AssetAllocation, ConnectednessApproach, facmodCS, facmodTS, HeckmanEM, highOrderPortfolios, PCRA, pedquant, PortfolioAnalytics, portfolioBacktest, RMOPI, rmsfuns, RTL, scRNAtools, Semblance, SlidingWindows, SMNCensReg, tidyquant, Trading, sweep, SACCR, xVA, anomalize	23	2024-10-05 04:21:23.48298
CORElearn	2024-10-04	"Marko Robnik-Sikonja"	AppliedPredictiveModeling, autoBagging, ExplainPrediction, miRNAss, QWDAP, semiArtificial, SISIR, snap	8	2024-10-05 04:21:23.48298
Matching	2024-10-04	Jasjeet Singh Sekhon	CIMTx, htetree, MatchLinReg, predieval, PSAboot, SAMUR, track2KBA, DirectEffects	8	2024-10-05 04:21:23.48298
pdp	2024-10-04	Brandon M. Greenwell	hpiR, moreparty, oncrawlR, radiant.model, rmweather, radiant, radiant.multivariate	7	2024-10-05 04:21:23.48298
RandVar	2024-10-04	Matthias Kohl	distrDoc, distrMod, RobAStBase, RobExtremes, RobLox, ROptEst, RobLoxBioC	7	2024-10-05 04:21:23.48298
RobStatTM	2024-10-04	Matias Salibian-Barrera	facmodCS, facmodTS, PCRA, RPEIF, RPESE, RRBoost, RPEGLMEN	7	2024-10-05 04:21:23.48298
ahaz	2024-10-04	Anders Gorst-Rasmussen	addhazard, HazardDiff, ivtools, R2Addhaz, uniah, AF	6	2024-10-05 04:21:23.48298
ergm.multi	2024-10-04	Pavel N. Krivitsky	bigergm, tergm, EpiModel, statnet, tergmLite	5	2024-10-05 04:21:23.48298
quantregForest	2024-10-04	Loris Michel	CondIndTests, ConformalSmallest, curvir, geomod, nonlinearICP	5	2024-10-05 04:21:23.48298
dgof	2024-10-04	Taylor B. Arnold	KSgeneral, nestfs, cpd, RcmdrPlugin.cpd	4	2024-10-05 04:21:23.48298
flare	2024-10-04	Xingguo Li	DNetFinder, PFLR, SHT, CovTools	4	2024-10-05 04:21:23.48298
distory	2024-10-04	Emmanuel Paradis	MHD, Rtapas, treespace	3	2024-10-05 04:21:23.48298
lfe	2024-10-04	Mauricio Vargas Sepulveda	gsynth, interflex, ivDiag	3	2024-10-05 04:21:23.48298
RRF	2024-10-04	Houtao Deng	CRE, inTrees, riAFTBART	3	2024-10-05 04:21:23.48298
tergm	2024-10-04	Pavel N. Krivitsky	EpiModel, statnet, tergmLite	3	2024-10-05 04:21:23.48298
tsDyn	2024-10-04	Matthieu Stigler	dvqcc, GVARX, NonlinearTSA	3	2024-10-05 04:21:23.48298
parmigene	2024-10-04	Gabriele Sales	DysPIA, PAC	2	2024-10-05 04:21:23.48298
poilog	2024-10-04	Vidar Grotan	sads, mobsim	2	2024-10-05 04:21:23.48298
rBeta2009	2024-10-04	Ching-Wei Cheng	binGroup2, groupTesting	2	2024-10-05 04:21:23.48298
simctest	2024-10-04	Axel Gandy	dsos, mcunit	2	2024-10-05 04:21:23.48298
spikeSlabGAM	2024-10-04	Fabian Scheipl	countSTAR, SeBR	2	2024-10-05 04:21:23.48298
wbs	2024-10-04	Rafal Baranowski	crossvalidationCP, tidychangepoint	2	2024-10-05 04:21:23.48298
aftgee	2024-10-04	Sy Han Chiou	afttest	1	2024-10-05 04:21:23.48298
bfast	2024-10-04	Dainius Masiliunas	TSS.RESTREND	1	2024-10-05 04:21:23.48298
