Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
ordinal	2024-06-30	Rune Haubo Bojesen Christensen	AutoScore, BayesOrdDesign, crch, drord, ecoCopula, GLMcat, jomo, metaSDTreg, MXM, optimus, pda, projpred, RcmdrPlugin.MPAStats, remiod, serp, exdqlm, MortalityGaps, ecopower, ecostats, micemd, mitml, clusterMI, mice, miceafter, psfmi, accelmissing, autoReg, BaM, basecamb, bootImpute, CALIBERrfimpute, dlookr, dynr, eatRep, finalfit, gFormulaMI, ggmice, HardyWeinberg, hhsmm, hot.deck, howManyImputations, idem, ImputeRobust, intmed, JWileymisc, logistf, MatchThem, mi4p, micd, miceadds, mifa, MIIPW, missCompare, missMDA, mixgb, MixtureMissing, mlim, MRPC, MSiP, NADIA, NIMAA, OTrecod, RBtest, realTimeloads, RfEmpImp, rqlm, semmcci, seqimpute, SLOPE, smdi, sociome, StackImpute, superMICE, SynDI, TestDataImputation, vsmi, weights, alookr, gtexture, compareGroups, MultiPhen, ToolsForCoDa, RNAseqNet, mind, multilevelTools, pscore, AUtests, mDAG, multisite.accuracy, pogit, Surrogate, BIFIEsurvey, Conigrave, mdmb, MKinfer, Factoshiny, geneticae, imp4p, INSPIRE, geneSLOPE, sgs, DIFplus, anesrake, DeepLearningCausal, exploratory, ezr, lctools, maic, matchMulti, poliscidata, PPbigdata, RCPA3, smacof, smacofx, smicd, MultiObjMatch, MKpower, npboottprm, AnthropMMD, asymmetry, cops, ecoregime, fmdu, FreeSortR, mappoly, MDSMap, mdsOpt, networktools, onemap, stops, lmap, qtlpoly, polymapR, bootnet, NetworkComparisonTest, NetworkComparr, bootwar, npboottprmFBar, powerly	139	2024-07-03 01:09:06.757513
conrad	2024-06-30	Howard Baek	text2speech, ari, dynaSpec	3	2024-07-03 01:09:06.757513
processmapR	2024-06-30	Gert Janssenswillen	bupaverse, heuristicsmineR, processanimateR	3	2024-07-03 01:09:06.757513
GAS	2024-06-30	Leopoldo Catania	BEKKs	1	2024-07-03 01:09:06.757513
AquaBEHER	2024-06-30	Robel Takele		0	2024-07-03 01:09:06.757513
dafishr	2024-06-30	Fabio Favoretto		0	2024-07-03 01:09:06.757513
DiSCos	2024-06-30	David Van Dijcke		0	2024-07-03 01:09:06.757513
iopspackage	2024-06-30	Christiaan Pieterse		0	2024-07-03 01:09:06.757513
PUPAIM	2024-06-30	Chester C. Deocaris		0	2024-07-03 01:09:06.757513
rassta	2024-06-30	Bryan A. Fuentes		0	2024-07-03 01:09:06.757513
rdataretriever	2024-06-30	Henry Senyondo		0	2024-07-03 01:09:06.757513
semTests	2024-06-30	Jonas Moss		0	2024-07-03 01:09:06.757513
StepReg	2024-06-30	Junhui Li		0	2024-07-03 01:09:06.757513
survival666	2024-06-30	Honglu Zhang		0	2024-07-03 01:09:06.757513
treedata.table	2024-06-30	Cristian Roman-Palacios		0	2024-07-03 01:09:06.757513
ndtv	2024-07-02	Skye Bender-deMoll		0	2024-07-03 01:09:06.757513
nseval	2024-07-03	Peter Meilstrup	async	1	2024-07-03 01:09:06.757513
RCPA	2024-07-03	Ha Nguyen		0	2024-07-03 01:09:06.757513
effectsize	2024-07-05	Mattan S. Ben-Shachar	bruceR, easystats, modelbased, multifear, psycho, report, see, sjstats, statsExpressions, visvow, volker, ChineseNames, PsychWordVec, TestAnaAPP, CLUSTShiny, KNNShiny, PREPShiny, STAT, STAT2, SqueakR, jsmodule, adventr, CGPfunctions, rosetta, sjPlot, ggstatsplot, BioM2, Multiaovbay, hypsoLoop, opinAr, regtomean	31	2024-07-03 01:09:06.757513
rswipl	2024-07-06	Matthias Gondan	rolog, mathml	2	2024-07-03 01:09:06.757513
read.dbc	2024-07-06	Daniela Petruzalek	microdatasus	1	2024-07-03 01:09:06.757513
hydflood	2024-07-06	Arnd Weber		0	2024-07-03 01:09:06.757513
reprex	2024-07-07	Jennifer Bryan	tidyverse, amanida, archetyper, ARGOS, baystability, cgmquantify, CondiS, CopSens, crops, crt2power, CSCNet, dbglm, dendRoAnalyst, div, doublIn, dplyrAssist, drimmR, dumbbell, DYNATE, EntropicStatistics, EpiSemble, epitweetr, expDB, foodwebWrapper, footBayes, GB5mcPred, ggESDA, ggplotAssist, hdpGLM, hlaR, hosm, icertool, ImFoR, ImVol, LipidomicsR, MAGMA.R, margaret, mcmsupply, metaprotr, MF.beta4, mispitools, modeltime, mosaicModel, mulea, nonet, oncoPredict, OpEnHiMR, OpenRepGrid.ic, optimos.prime, papci, PEIMAN2, phrases, polimetrics, puzzle, RanglaPunjab, Ricrt, RobinCar, RQdeltaCT, rUM, ShapleyValue, SPARSEMODr, StanMoMo, statVisual, studyStrap, surveyPrev, SurvHiDim, sweep, tidyquant, touRnamentofchampions, transPlotR, tswge, Tushare, UKB.COVID19, UniprotR, UpAndDownPlots, usfertilizer, VectorCodeR, windows.pls, WinRatio, zerotradeflow, cpop, forensIT, finnts, healthyR.ai, healthyR.ts, modeltime.resample, practicalSigni, anomalize, garma, healthyverse	90	2024-07-03 01:09:06.757513
