Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
Rdpack	2024-08-18	Georgi N. Boshnakov	accessibility, adestr, ADMM, admmDensestSubmatrix, ahpsurvey, AlphaSimR, ammistability, amt, ANOFA, anomaly, ANOPA, AntMAN, ARCensReg, AssetCorr, ATAforecasting, atpolR, augmentedRCBD, autoMFA, baldur, bamm, BayesCACE, BayesDLMfMRI, BayesianFactorZoo, BayesianLaterality, BayesMallows, BayesMassBal, BayesMultiMode, BayesMultMeta, BayesProject, Bayesrel, BayesRGMM, BayesTools, BCEA, bellreg, bfast, BGGM, bgms, biblionetwork, bigDM, binGroup, binGroup2, bioregion, BlockCov, bmgarch, bmstdr, bolasso, bondAnalyst, boot.pval, BrailleR, bsitar, BSL, bulletcp, care4cmodel, CARRoT, CatReg, ccostr, changepoint.geo, changepoint.np, chkptstanr, CIfinder, CircularSilhouette, cjbart, Ckmeans.1d.dp, clustAnalytics, CMAPSS, cmtest, CohensdpLibrary, Coinprofile, conleyreg, Countr, CovTools, Coxmos, CPAT, cpd, cpop, crops, cSEM, ctsfeatures, cvar, cvCovEst, cvsem, cylcop, DAAG, dagirlite, dccmidas, dcortools, dCUR, ddtlcm, DemoDecomp, desla, detectnorm, DiffXTables, DisaggregateTS, DiSCos, discSurv, distributionsrd, divvy, dogesr, DOSPortfolio, DPpack, DPtree, dr4pl, drimmR, dstabledist, dupNodes, dynr, eaf, eat, ebreg, economiccomplexity, EgoCor, elections.dtree, EloChoice, EloRating, emery, EmiR, equivalenceTest, ergm, ergm.count, ergm.multi, ergm.rank, esci, espadon, EstimationTools, europeanaR, EvaluateCore, evinf, evitaicossa, fake, fastOnlineCpt, fdaSP, FDRestimation, feisr, filling, fio, FisPro, FitDynMix, fitODBOD, fitPS, FunChisq, funkyheatmap, funtimes, FuzzyClass, FVDDPpkg, galamm, gap, gbutils, gcxgclab, genscore, geocmeans, georefdatar, germinationmetrics, ggchangepoint, GGMncv, GGMnonreg, ggseqplot, GGUM, grapesAgri1, graph4lg, graphicalExtremes, graphon, gravity, GridOnClusters, growR, GUD, haldensify, HazardDiff, hcidata, HCTDesign, HCTR, HDCD, hdme, HDNRA, HDShOP, heterometa, hhsmm, HMMEsolver, HOasso, hopit, httk, hyd1d, hyper2, IADT, iAR, ib, idefix, IETD, iimi, IndepTest, inspector, intkrige, ipsRdbs, ir, IRCcheck, Irescale, iscoCrosswalks, ISS, jrSiCKLSNMF, kDGLM, kgrams, lakhesis, latdiag, latrend, lawstat, ldt, LNPar, locStra, lodr, lpcde, lqmix, LSTS, maotai, mase, mau, MBNMAdose, MBNMAtime, MCARtest, mclustcomp, mcompanion, mcunit, MDBED, metabias, MetabolicSurv, metap, MGDrivE, mHMMbayes, mhurdle, micsr, mixAR, mlmhelpr, MLMOI, mlogit, mmb, mmrm, moocore, mortAAR, mrct, mrf2d, MSCMT, MSCquartets, MSCsimtester, multibiasmeta, multibridge, multinma, MultipleBreakpoints, MultSurvTests, mvGPS, naspaclust, netcontrol, NetworkDistance, NFCP, NlinTS, nlpred, NMADiagT, nnspat, NTS, OncoSubtype, oosse, opera, OptCirClust, OptimalGoldstandardDesigns, OptimaRegion, otsfeatures, outcomerate, partitionComparison, partitions, pcal, pcds, pcds.ugraph, pcsstools, pcts, pdSpecEst, pdynmc, penPHcure, perms, phacking, PHInfiniteEstimates, PINstimation, plm, popstudy, POSetR, predictMe, prinvars, ProcMod, psica, pspatreg, psymetadata, PublicationBias, pvda, QTOCen, quantoptr, Quartet, R2Addhaz, rankdifferencetest, Raquifer, rarestR, RARfreq, RARtrials, rcaiman, rcbayes, RChest, RcppCensSpatial, RCTS, Rcurvep, Rdimtools, rdracor, Rdta, recalibratiNN, ref.ICAR, reformulas, RelDists, relliptical, rema, remaCor, ReturnCurves, RGCxGC, rgeomstats, Ricrt, Riemann, RiemBase, rlfsm, Rlinsolve, rMIDAS, RobKF, RoBMA, robnptests, RoBSA, RoBTT, robustmatrix, Rogue, ROptSpace, RprobitB, rqPen, rsat, rSpectral, rsprite2, rsurv, rTwig, rumidas, samplr, samplrData, sarima, savvyr, SBmedian, scorematchingad, scpoisson, SDCNway, sensobol, SeqNet, SEset, sfcr, ShapleyOutlier, sharp, SHT, sim2Dpredictr, simhelpers, simuclustfactor, skedastic, slgf, smfishHmrf, smoke, smoothedLasso, snfa, snowboot, SNPknock, socialranking, sonicscrewdriver, sorcering, spNetwork, spsh, spsur, ssddata, ssifs, ssmodels, StableEstim, statespacer, statpsych, StempCens, superb, SurvHiDim, survstan, swag, SWIM, symmetry, SynthTools, T4cluster, T4transport, TBRDist, TDAkit, TDLM, tehtuner, tern, tipsae, toolStability, TOU, transfR, TreeDimensionTest, TreeDist, TreeSearch, TreeTools, TrenchR, truncnormbayes, TSdisaggregation, tsdistributions, tseriesTARMA, tsgarch, tsrobprep, tstests, tvmComp, tvR, txshift, ungroup, USP, vamc, vcmeta, vICC, viscomplexr, visvow, WALS, welo, zcurve, zoolog, SIMplyBee, fable.ata, MSmix, missingHE, TSS.RESTREND, easybgm, sampcompR, rid, autostats, clusterHD, kcmeans, SILFS, SPECK, STREAK, TidyConsultant, RcmdrPlugin.cpd, genpathmox, qcpm, fGarch, PPLasso, WLogit, biClassify, gMOIP, IOHanalyzer, iopspackage, EloSteepness, Bergm, BFpack, bigergm, btergm, dnr, EpiModel, ergm.ego, ergMargins, ergmgp, ergmito, fergm, latentnet, mlergm, nemBM, netmediate, RDS, statnet, statnetWeb, tergm, tergmLite, VBLPCM, xergm.common, BayesianTools, DHARMa, PopGenReport, pould, HGMND, bmggum, satdad, UBayFS, cbcTools, DCEtool, CondIndTests, diagL1, LoBrA, LSDsensitivity, MMDvariance, RFPM, CEEMDANML, LSEbootLS, WaveletML, FIESTAutils, PUGMM, CB2, ICDS, metapro, MSclassifR, PEACH, clusterSEs, DCEmgmt, ExactMed, glm.predict, gmnl, misclassGLM, nopp, pleLMA, Ravages, riskclustr, rbmi, tern.mmrm, etree, Bodi, amVennDiagram5, biogram, bmabasket, BMT, clifford, DoE.base, factoptd, freealg, HS, jack, LongMemoryTS, matchingMarkets, metabup, MM, mpoly, mvp, NSM3, numberofalleles, permutations, ptools, qspray, robber, rTableICC, SOAs, spray, stokes, stratvns, syt, tnl.Test, untb, apc, censReg, cquad, DIDHAD, DIDmultiplegtDYN, em, ExPanDaR, frontier, GLMpack, lpirfs, micEcon, panelSUR, pder, pdR, pglm, Rchoice, rewie, robomit, SDPDmod, sfaR, SpatialRegimes, splm, StuteTest, tvReg, vannstats, winputall, xtsum, fcaR, FPCdpca, spinifex, tramME, ARpLMEC, skewlmm, nevada, ZVCV, evalITR, MTE, WpProj, PWEV, ssdtools, deforestable, TempStable, chevron, teal.modules.clinical, teal.modules.general, tern.gee, avotrex, TotalCopheneticIndex, CoTiMA, tidybins, DPTM, eDITH, BANAM, AmpGram, AmyloGram, CancerGram, basksim, CompareMultipleModels, WaveletMLbestFL, mmiCATs, nonlinearICP, bizicount, insurancerating, DIDmultiplegt, atmopt, DoE.MIParray, DoE.wrapper, ExpertChoice, FrF2, pid, RcmdrPlugin.BWS2, RcmdrPlugin.DoE, sFFLHD, support.CEs, AriGaMyANNSVR, distrRmetrics, fExtremes, ftsa, gogarch, gratis, GWEX, IndexConstruction, irtDemo, L2DensityGoFtest, ludic, MTS, npboottprm, npboottprmFBar, segMGarch, SLBDD, StockDistFit, svines, univariateML, FIESTA, freegroup, onion, weyl, civ, collpcm, MEclustnet, memochange, micEconAids, micEconCES, latte, m2r, RMT4DS, XLS, gmpoly, gips, dartR, polyhedralCubature, ratioOfQsprays, resultant, symbolicQspray, Neighboot, sspse, micEconDistRay, cheem, ITNr, AssocTests, CompDist, extremeStat, FrF2.catlg128, IAcsSPCR, simrel, demography, RcmdrPlugin.RiskDemo, Rfssa, wwntests, BayesBEKK, multDM, VARDetect, bootwar, asteRisk, jordan, qsplines, outliers.ts.oga, RcmdrPlugin.BWS1, RcmdrPlugin.BWS3, RcmdrPlugin.DCE, ale, kdensity, piecenorms, SEERaBomb, tscopula	685	2024-08-02 15:18:01.793914
robustbase	2024-08-18	Martin Maechler	BIGL, bigleaf, bigutilsr, biwt, BMA, bulletr, cauphy, ccaPP, cellWise, CerioliOutlierDetection, chemometrics, chipPCR, classmap, complmrob, compositions, crmReg, cvTools, dataMaid, dataquieR, dataReporter, ddalpha, DeCAFS, DetMCD, DetR, dfphase1, dmbc, dmm, enetLTS, envoutliers, epmrob, ergm, facmodCS, facmodTS, fAssets, fMRIscrub, fpc, fPortfolio, funcharts, georob, geoTS, Gmedian, GNSSseg, groc, GSE, GWmodel, highfrequency, hpiR, invacost, IRon, JWileymisc, KRMM, L2E, lessR, lolR, MAINT.Data, MALDIrppa, mastif, MBmca, MendelianRandomization, metRology, MixSemiRob, MKmisc, MKomics, mmiCATs, ModTools, movieROC, mrct, MRZero, mvMonitoring, mvoutlier, MVTests, otrimle, OutliersO3, pcalg, pchc, PCRA, perryExamples, PhylogeneticEM, PlasmaMutationDetector, PlasmaMutationDetector2, PRANA, PupilPre, pyinit, qGaussian, qpcR, qqconf, qqplotr, RcmdrPlugin.PcaRobust, RCTS, regrrr, rlme, RMSS, roahd, robCompositions, RobExtremes, robfilter, robflreg, robmed, RobMixReg, robnptests, RobPer, robreg3S, RobStatTM, robust, RobustAFT, robustbetareg, robustHD, robustlmm, robustsur, robustvarComp, robustX, rofanova, rospca, rpls, RPPASPACE, rrcov, rrcov3way, rrcovHD, rrcovNA, sdcMicro, semiArtificial, ShapleyOutlier, shotGroups, SOHPIE, SpatialBSS, splithalf, sscor, ssMRCD, ssmrob, StatDA, Taba, tergm, tsqn, TVMM, univOutl, VIM, weird, REddyProc, bigsnpr, pcadapt, BCEE, clustvarsel, Ecfun, maclogp, mlogitBMA, nanostringr, ConfidenceEllipse, RDnp, robStepSplitReg, srlars, Arothron, CoDaImpact, codaredistlm, countprop, ggtern, gmGeostats, HybridMicrobiomes, itraxR, metamicrobiomeR, MRPC, multilevelcoda, powerPLS, QFASA, simmr, Toothnroll, Unico, vdar, CenBAR, curvir, FWDselect, GRNNs, l1spectral, mogavs, OPTS, SCtools, STOPES, Anthropometry, curveDepth, pdSpecEst, RepeatedHighDim, TukeyRegion, Bergm, BFpack, bigergm, btergm, dnr, EpiModel, ergm.count, ergm.ego, ergm.multi, ergm.rank, ergMargins, ergmgp, ergmito, fergm, latentnet, mlergm, nemBM, netmediate, RDS, statnet, statnetWeb, tergmLite, VBLPCM, xergm.common, beadplexr, bootcluster, Canek, clusEvol, clusterMI, clustrd, coca, conjoint, dann, DIscBIO, drclust, FADPclust, ICSClust, immunarch, IPCAPS, lsirm12pl, MEGENA, mlr3cluster, NIMAA, nullabor, pathfindR, RaceID, RPANDA, sae.prop, SPARTAAS, stream, truh, tspmeta, wskm, BLCOP, RMOPI, sephora, sta, ctmm, Kmedians, ktaucenters, Compind, GeoWeightedModel, SpatialRegimes, mind, multilevelTools, pscore, CliquePercolation, starvars, MSclassifR, bayes4psy, BayesRS, footBayes, masscor, BiDAG, causalDisco, clustNet, eff2, kpcalg, mDAG, micd, NetCoupler, pcgen, qtlnet, SID, tpc, metap, ARCensReg, asremlPlus, ggResidpanel, MKpower, squat, baker, CMMs, robmedExtra, mvDFA, RPEIF, RPESE, RRBoost, adventr, outliers.ts.oga, gamreg, PAMhm, sparseLTSEigen, bigdatadist, DepthProc, geneticae, ICSShiny, mcrPioda, pmartR, QuadratiK, riv, RobAStBase, robustfa, rstanbdp, TCIU, ExplainPrediction, BSSoverSpace, adamethods, lfproQC, missCompare, onlineBcp, promor, simPop, simputation, BAwiR, morphomap, BANAM, BGGM, Bestie, locStra, PRSPGx, RapidoPGS, klic, amt, ctpm, familial, OptimaRegion, Ecdat, cocktailApp, sjSDM, tricolore, RMBC, collpcm, MEclustnet, DDPNA, CB2, ICDS, metapro, PEACH, mlr3verse, metaviz, regressinator, Neighboot, sspse, REddyProcNCDF, RobLox, ROptEst, RPEGLMEN, rEMM, streamMOA, ITNr, easybgm, DWreg, gk, BioM2, RobLoxBioC, BDWreg	348	2024-08-02 15:18:01.793914
corrplot	2024-08-18	Taiyun Wei	adproclus, aslib, autoScorecard, BasketballAnalyzeR, bayesGAM, bigtime, BNSP, brsim, cases, CINNA, coda4microbiome, Correlplot, DGP4LCF, drought, dynRB, echarts4r, EcotoneFinder, ExPanDaR, fabMix, factorstochvol, frechet, GoodmanKruskal, grapesAgri1, jSDM, LDLcalc, ldsep, mastif, metaGE, miceRanger, mixKernel, ModelMap, MultivariateAnalysis, NetworkToolbox, PLNmodels, popstudy, PsychWordVec, RclusTool, Rprofet, RQdeltaCT, rQSAR, rstatix, scRNAtools, SLEMI, Statsomat, TestDimorph, twl, uHMM, varoc, veccompare, AutoPlots, discoveR, forecasteR, kerastuneR, loadeR, pedquant, predictoR, regressoR, UnalR, bpgmm, bayesianVARs, bootnet, BiostatsUHNplus, dumbbell, ggpubr, GimmeMyPlot, LongDat, mFD, microbial, microdiluteR, OlinkAnalyze, omu, polimetrics, qPCRhelper, qPCRtools, reportRmd, SqueakR, stats4teaching, tcgaViz, vannstats, vvdoctor, powerly, adestr, agriutilities, ale, AnanseSeurat, AnnoProbe, APCI, APCtools, asmbPLS, baker, BayesianPlatformDesignTimeTrend, BayesMultiMode, bayMDS, bdl, BEAMR, BinMat, BioM2, bmstdr, BNPmix, BREADR, bSi, calibmsm, ClusROC, clustEff, CompAREdesign, conformalInference.fd, convergEU, corx, CovidMutations, Coxmos, crctStepdown, CRMetrics, crosslag, csa, csmpv, cvCovEst, dae, ddtlcm, DEGRE, dfoliatR, did, digitalDLSorteR, diversityForest, dPCP, dtComb, ecocbo, EEAaq, EGAnet, ENMTools, entropart, esmtools, explainer, factoextra, fastai, finnsurveytext, FRK, FuncNN, GABB, geneHapR, geocausal, gfoRmula, ggESDA, ggheatmap, ggquickeda, ggScatRidges, glmmSeq, GNAR, HanStat, hdcuremodels, hdpGLM, heiscore, hilldiv, hJAM, HS, HYPEtools, iCellR, IDEATools, iglu, ImFoR, immunarch, iNEXT.4steps, insane, IRon, jskm, jsmodule, JWileymisc, lehuynh, longreadvqs, LTCDM, mappoly, mc2d, meconetcomp, mecoturn, MERO, MetaIntegrator, metaviz, MF.beta4, missingHE, MSigSeg, MSPRT, multid, neatStats, neonPlantEcology, nlmixr2rpt, OenoKPM, ofpetrial, onemap, OSLdecomposition, packDAMipd, ParBayesianOptimization, pbcc, pctax, PDXpower, powdR, PRECAST, pRecipe, predRupdate, promotionImpact, PUMP, QuadratiK, QurvE, RCTrep, reappraised, reservoirnet, rfVarImpOOB, riskCommunicator, rKOMICS, rnmamod, rPACI, rrtable, rSAFE, RVA, scITD, SCOUTer, scSpatialSIM, SEIRfansy, serocalculator, SHAPforxgboost, ShellChron, sievePH, sigminer, simET, SIPmg, SKFCPD, smplot2, SouthParkRshiny, SpatialDDLS, SRTsim, surtvep, survminer, symptomcheckR, TCIU, TestGardener, tipsae, TOmicsVis, trawl, tRigon, UCSCXenaShiny, UNCOVER, UniprotR, vaccine, VALERIE, vDiveR, vici, viewpoly, vmeasur, voiceR, volcano3D, vsd, vvshiny, WINS, eselect, PPLasso, WLogit, asremlPlus, eda4treeR, edibble, growthPheno, imageData, MultBiplotR, NVCSSL, did2s, optic, latentFactoR, inpdfr, ASRgenomics, compindPCA, disto, drclust, fmf, hclusteasy, ihclust, immcp, interca, jrSiCKLSNMF, KMEANS.KNN, LDABiplots, metaCluster, MissCP, MSmix, PhageCocktail, phoenics, sejmRP, SensMap, statgenHTP, statVisual, SurvHiDim, UEI, wilson, WormTensor, IDE, mind, multilevelTools, pscore, qtlpoly, AnnuityRIR, CloneSeeker, CopulaREMADA, CPP, handwriter, iCARH, OSCV, PRA, rriskDistributions, RSurveillance, stratifyR, Umpire, ProFAST, evapoRe, webr, allMT, AutoScore, BioPred, BRACE, CondiS, FlexVarJM, GFDsurv, GofCens, IDMIR, lilikoi, LongCART, MetabolicSurv, MicrobiomeSurv, MiMIR, NADA2, Oncofilterfast, OneSampleLogRankTest, pathwayTMB, PMAPscore, ProgModule, rcssci, reconstructKM, signatureSurvival, SMDIC, survival666, survivalAnalysis, SurvMetrics, tinyarray, gvcR, decisionSupport	340	2024-08-02 15:18:01.793914
msm	2024-08-18	Christopher Jackson	ammiBayes, ARCensReg, ARDL, BayesianTools, BayesRGMM, biodosetools, breakpoint, bsam, ccostr, ccrs, CensSpatial, CEoptim, cfda, clustMD, CopCTS, cosa, decisionSupport, DFIT, difNLR, drugdevelopR, EAinference, eatRep, ei, eiPack, elect, endoSwitch, epiphy, EventPredInCure, extrafrail, Families, frailtyEM, gems, gmnl, grmsem, hesim, hmsr, horseshoenlm, httk, hysteresis, ICcalib, interactionR, interactionRCS, ltm, msmtools, OneSampleMR, optBiomarker, oro.pet, PanCanVarSel, parfm, Petersen, pexm, PRIMEplus, Rchoice, riAFTBART, RMark, rriskDistributions, rtdists, scDECO, score, semmcmc, SightabilityModel, simExam, SizeEstimation, sparsereg, SPAS, spBFA, spCP, stochLAB, Surrogate, surrosurv, tradepolicy, TrenchR, TropFishR, varTestnlme, VirtualPop, womblR, wxgenR, bootCT, DPTM, eDITH, DPBBM, SIAmodules, catSurv, CTTShiny, difR, GPCMlasso, hIRT, IMTest, integIRTy, irtoys, irtreliability, IRTShiny, kequate, missCompare, MultIS, PCMRS, PerFit, PsyControl, RSP, subscore, tcl, UPCM, MigConnectivity, multimark, R2ucare, DstarM, mlmpower, DIFshiny, ShinyItemAnalysis, TestAnaAPP, irtGUI, shinyIRT	112	2024-08-02 15:18:01.793914
rio	2024-08-18	Chung-hong Chan	allMT, boxr, bruceR, childfree, cloudstoR, datamods, dataquieR, DistPlotter, dpmr, editData, epiCleanr, estadistica, ExPanDaR, framecleaner, genogeographer, gesisdata, heterogen, IGoRRR, importinegi, ISRaD, kibior, lehuynh, metaConvert, mmstat4, NormalityAssessment, normfluodbf, octopus, pewdata, PRISMA2020, psData, ropercenter, rUM, tfrmtbuilder, welo, ChineseNames, PsychWordVec, TestAnaAPP, esquisse, moreparty, safetyGraphics, vvdoctor, ggplotAssist, rrtable, SemNetCleaner, autostats, presenter, tidybins, TidyConsultant, validata, shinyrecipes, webr, scicomptools	52	2024-08-02 15:18:01.793914
flexsurv	2024-08-18	Christopher Jackson	AHSurv, AmoudSurv, bayesCureRateModel, CopulaCenR, Countr, cyclomort, debest, doublIn, easysurv, educineq, eventPred, EventPredInCure, flexsurvcure, gompertztrunc, HCTDesign, hdcuremodels, hesim, mixcure, mlt.docreg, MNB, OneArm2stage, parmsurvfit, parTimeROC, psm3mkv, reslife, rocTree, Surrogate, surv2sampleComp, survHE, survivalSL, vsd, drugDemand	32	2024-08-02 15:18:01.793914
arrow	2024-08-18	Jonathan Keane	APCalign, bigrquerystorage, censobr, ClickHouseHTTP, diffdfs, disk.frame, DominoDataR, ebirdst, Eunomia, foundry, gbifdb, geslaR, IGoRRR, MolgenisArmadillo, nhdplusTools, overturemapsr, parqr, parquetize, pysparklyr, radiant.data, sfarrow, SQL, strand, TKCat, gwavr, radiant, radiant.basics, radiant.design, radiant.model, radiant.multivariate	30	2024-08-02 15:18:01.793914
sas7bdat	2024-08-18	Matt Shotwell	BEACH, rfars, stpm	3	2024-08-02 15:18:01.793914
archivist	2024-08-18	Przemyslaw Biecek	archivist.github, modelDown	2	2024-08-02 15:18:01.793914
khisr	2024-08-18	David Kariuki	cancerscreening	1	2024-08-02 15:18:01.793914
