Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
tune	2024-06-26	Max Kuhn	agua, autostats, finetune, finnts, healthyR.ai, HTRX, modeltime.resample, probably, RISCA, shinymodels, stacks, tabnet, text, tidyclust, tidymodels, tidyposterior, tidysdm, usemodels, viralmodels, workflowsets, tidybins, TidyConsultant, healthyverse, PsychWordVec, modeltime, OddsPlotty, rUM, healthyR.ts, tidyAML, MLDataR	30	2024-06-28 04:18:20.168642
DALEXtra	2024-06-26	Szymon Maksymiuk	tidysdm, viralx	2	2024-06-28 04:18:20.168642
cophescan	2024-06-26	Ichcha Manipur		0	2024-06-28 04:18:20.168642
regressinator	2024-06-26	Alex Reinhart		0	2024-06-28 04:18:20.168642
antaresRead	2024-06-28	Tatiana Vargas	antaresEditObject, antaresProcessing, antaresViz	3	2024-06-28 04:18:20.168642
orbweaver	2024-06-28	Andres Quintero		0	2024-06-28 04:18:20.168642
erer	2024-06-29	Changyou Sun	apt	1	2024-06-28 04:18:20.168642
ordinal	2024-06-30	Rune Haubo Bojesen Christensen	AutoScore, BayesOrdDesign, crch, drord, ecoCopula, GLMcat, jomo, metaSDTreg, MXM, optimus, pda, projpred, RcmdrPlugin.MPAStats, remiod, serp, exdqlm, MortalityGaps, ecopower, ecostats, micemd, mitml, clusterMI, mice, miceafter, psfmi, accelmissing, autoReg, BaM, basecamb, bootImpute, CALIBERrfimpute, dlookr, dynr, eatRep, finalfit, gFormulaMI, ggmice, HardyWeinberg, hhsmm, hot.deck, howManyImputations, idem, ImputeRobust, intmed, JWileymisc, logistf, MatchThem, mi4p, micd, miceadds, mifa, MIIPW, missCompare, missMDA, mixgb, MixtureMissing, mlim, MRPC, MSiP, NADIA, NIMAA, OTrecod, RBtest, realTimeloads, RfEmpImp, rqlm, semmcci, seqimpute, SLOPE, smdi, sociome, StackImpute, superMICE, SynDI, TestDataImputation, vsmi, weights, alookr, gtexture, compareGroups, MultiPhen, ToolsForCoDa, RNAseqNet, mind, multilevelTools, pscore, AUtests, mDAG, multisite.accuracy, pogit, Surrogate, BIFIEsurvey, Conigrave, mdmb, MKinfer, Factoshiny, geneticae, imp4p, INSPIRE, geneSLOPE, sgs, DIFplus, anesrake, DeepLearningCausal, exploratory, ezr, lctools, maic, matchMulti, poliscidata, PPbigdata, RCPA3, smacof, smacofx, smicd, MultiObjMatch, MKpower, npboottprm, AnthropMMD, asymmetry, ecoregime, fmdu, FreeSortR, mappoly, MDSMap, mdsOpt, networktools, onemap, stops, cops, lmap, qtlpoly, polymapR, bootnet, NetworkComparisonTest, NetworkComparr, bootwar, npboottprmFBar, powerly	139	2024-06-28 04:18:20.168642
matlab	2024-06-30	P. Roebuck	align, CopulaREMADA, FactorCopula, GGIRread, iemisc, perARMA, StReg, tagtools, weightedCL, actilifecounts, GGIR, agcounts, mMARCH.AC, postGGIR	14	2024-06-28 04:18:20.168642
conrad	2024-06-30	Howard Baek	text2speech, ari, dynaSpec	3	2024-06-28 04:18:20.168642
processmapR	2024-06-30	Gert Janssenswillen	bupaverse, heuristicsmineR, processanimateR	3	2024-06-28 04:18:20.168642
rcorpora	2024-06-30	Gábor Csárdi	crsra, foreSIGHT	2	2024-06-28 04:18:20.168642
GAS	2024-06-30	Leopoldo Catania	BEKKs	1	2024-06-28 04:18:20.168642
matchMulti	2024-06-30	Sam Pimentel	MultiObjMatch	1	2024-06-28 04:18:20.168642
quantspec	2024-06-30	Tobias Kley	mlmts	1	2024-06-28 04:18:20.168642
AquaBEHER	2024-06-30	Robel Takele		0	2024-06-28 04:18:20.168642
