Package	Deadline	Maintainer	Packages	Dependencies	Snapshot
wallace	2025-03-05	Mary E. Blair		0	2025-03-06 04:23:57.820515
mixtools	2025-03-06	Derek Young	AFM, beastt, biodosetools, CEDA, dafishr, ddpcr, DSWE, EntropyMCMC, enviGCMS, extrememix, ggrasp, IMIX, INFOSET, kernplus, l1kdeconv, mcrPioda, MiRKAT, MisRepARMA, MixSemiRob, opGMMassessment, plotmm, QuantileGH, rnaCrosslinkOO, RprobitB, rstanbdp, scapGNN, scPloidy, serocalculator, UpDown, ZetaSuite, ztpln, CDatanet, EFAfactors, pmd, EDOtrans	35	2025-03-06 04:23:57.820515
AICcmodavg	2025-03-06	Marc J. Mazerolle	AdIsMF, enmSdmX, longit, Petersen, sars, soiltestcorr, temperatureresponse	7	2025-03-06 04:23:57.820515
clintrialx	2025-03-06	Indraneel Chakraborty		0	2025-03-06 04:23:57.820515
synthpop	2025-03-06	Beata Nowok		0	2025-03-06 04:23:57.820515
fields	2025-03-07	Douglas Nychka	ADPclust, ASMap, aSPU, astrochron, autoFRK, autoimage, aweSOM, BallMapper, BayesLCA, BayesNetBP, bayesPop, biClassify, bioRad, bipartite, biwavelet, bkmr, BMRMM, BoundaryStats, BRcal, Canopy, CCA, ccTensor, chillR, ciftiTools, CJIVE, cmR, cmsafops, cmsafvis, CNLTtsa, CoastlineFD, cocons, convoSPAT, cope, corr2D, CSHShydRology, dartR.sim, dcTensor, demu, DesignCTPB, earlywarnings, eDITH, EGRET, EMD, envi, ETAS, etasFLP, ETRep, ExpAnalysis3d, expectreg, fcfdr, fcr, fdasrvf, fence, FLightR, fnets, foreSIGHT, fpa, fsbrain, funData, gainML, gapfill, gateR, GeneralizedWendland, GeoAdjust, geoelectrics, GEOmap, GeoModels, georob, geospt, geosptdb, GeoThinneR, goeveg, GPFDA, GPvecchia, GRIDCOPULA, gwrr, hero, hglasso, hht, highriskzone, Hmsc, infraFDTD.assist, JOPS, klovan, landsepi, LatticeKrig, lgcp, LMERConvenienceFunctions, mappoly, ModelMap, MOLHD, mousetrap, mrbsizeR, MRFA, MSIMST, MSmix, MultiObjMatch, mvLSW, NCutYX, nnTensor, nucim, oceanmap, OCNet, OptimaRegion, paramGUI, PEIP, plsgenomics, popsom7, ppgm, prevR, pspatreg, qfa, qlcVisualize, RadioSonde, ramps, reslr, RFOC, rhcoclust, rivnet, RNCEP, rNOMADS, robflreg, RPANDA, rsat, RsimMosaic, rworldmap, SafeVote, scBio, SeBR, Semblance, SensMap, siland, smosr, soilphysics, spant, sparrpowR, sparseBC, SpatialExtremes, SpatialVS, SpatialVx, SpATS, spatsurv, spBayesSurv, SpectralMap, spm2, spmoran, spThin, stilt, StMoMo, stocc, stopp, stxplore, SUMMER, SurvCorr, SynchWave, telefit, TideCurves, TIMP, topologyGSA, TrackReconstruction, treespace, TwoTimeScales, uci, Umatrix, vectorwavelet, verification, voluModel, Voss, vote, warpMix, wavScalogram, waywiser, WRTDStidal, wsyn, MiSPU, WaverideR, EstimationTools, gear, somhca, bioregion, bootPLS, cassandRa, econetwork, econullnetr, NIMAA, nos, PhageCocktail, plsRglm, tapnet, bkmrhat, CompMix, brainKCCA, seedCCA, studyStrap, mwTensor, decisionSupport, BayesfMRI, hrf, SparseICA, VertexWiseR, cmsaf, dartR.captive, EGRETci, EMDANNhybrid, EMDSVRhybrid, LMD, TSPred, ETASbootstrap, dirttee, locpolExpectile, fdacluster, veesa, FADPclust, FunctanSNP, MFPCA, MJMbamlss, multifamm, Rquake, glossa, DGP4LCF, VeccTMVN, MLCOPULA, harbinger, tspredit, ecpc, fxTWAPLS, growthPheno, qtlpoly, AnomalyScore, mvLSWimpute, RchivalTag, RobustANOVA, MultiGroupO, arakno, BAwiR, Ecfun, jcext, rfishnet2, spidR, StormR, tailDepFun, agriutilities, statgenHTP, statgenSTA, steprf, gatoRs, SSDM, wallace, clmplus, CvmortalityMult, surveyPrev, locaR, mixtree, CSTools, ordinalForest, PRSim, flexFitR, CSIndicators, Ecdat, RelDists, plsRbeta, plsRcox, statgenGxE, stepgbm, predtoolsTS, DWreg, gk, biospear, plasma, BDWreg	270	2025-03-06 04:23:57.820515
mlr3pipelines	2025-03-07	Martin Binder	mcboost, mlr3fairness, mlr3fda, mlr3shiny, mlr3torch, mlr3verse, sense, spFSR, BioM2	9	2025-03-06 04:23:57.820515
rmzqc	2025-03-07	Chris Bielow	PTXQC, RKorAPClient	2	2025-03-06 04:23:57.820515
miWQS	2025-03-07	Paul M. Hargarten	marlod	1	2025-03-06 04:23:57.820515
rhub	2025-03-07	Gábor Csárdi	packager	1	2025-03-06 04:23:57.820515
ScottKnott	2025-03-07	Ivan Bezerra Allaman	spANOVA	1	2025-03-06 04:23:57.820515
CohortSurvival	2025-03-07	Edward Burn		0	2025-03-06 04:23:57.820515
DataFakeR	2025-03-07	Krystian Igras		0	2025-03-06 04:23:57.820515
DGP4LCF	2025-03-07	Jiachen Cai		0	2025-03-06 04:23:57.820515
hmmr	2025-03-07	Ingmar Visser		0	2025-03-06 04:23:57.820515
isotracer	2025-03-07	Matthieu Bruneaux		0	2025-03-06 04:23:57.820515
scRNAstat	2025-03-07	Yonghe Xia		0	2025-03-06 04:23:57.820515
shiny.info	2025-03-07	Jakub Nowicki		0	2025-03-06 04:23:57.820515
TukeyC	2025-03-07	Ivan Bezerra Allaman		0	2025-03-06 04:23:57.820515
